ReviewID,DestinationID,UserID,Rating,ReviewText
141,47,1344,3,Incredible natural beauty with scenic landscapes! Visiting Jog Falls was amazing.
142,48,1531,4,A peaceful and spiritually uplifting destination. Visiting Shirdi Sai Baba Temple was amazing.
143,48,439,2,A peaceful and spiritually uplifting destination. Visiting Shirdi Sai Baba Temple was amazing.
144,48,1696,5,A peaceful and spiritually uplifting destination. Visiting Shirdi Sai Baba Temple was amazing.
145,49,556,5,A historical wonder with rich heritage and architecture! Visiting Elephanta Caves was amazing.
146,49,1426,3,A historical wonder with rich heritage and architecture! Visiting Elephanta Caves was amazing.
147,49,282,1,A historical wonder with rich heritage and architecture! Visiting Elephanta Caves was amazing.
148,50,1261,5,A historical wonder with rich heritage and architecture! Visiting Sabarmati Ashram was amazing.
149,50,491,2,A historical wonder with rich heritage and architecture! Visiting Sabarmati Ashram was amazing.
150,50,104,5,A historical wonder with rich heritage and architecture! Visiting Sabarmati Ashram was amazing.
151,51,463,2,Incredible natural beauty with scenic landscapes! Visiting Rann of Kutch was amazing.
152,51,108,1,Incredible natural beauty with scenic landscapes! Visiting Rann of Kutch was amazing.
153,51,847,3,Incredible natural beauty with scenic landscapes! Visiting Rann of Kutch was amazing.
154,52,1470,4,Incredible natural beauty with scenic landscapes! Visiting Gir National Park was amazing.
155,52,206,2,Incredible natural beauty with scenic landscapes! Visiting Gir National Park was amazing.
156,52,11,5,Incredible natural beauty with scenic landscapes! Visiting Gir National Park was amazing.
157,53,1903,2,A peaceful and spiritually uplifting destination. Visiting Basilica of Bom Jesus was amazing.
158,53,834,4,A peaceful and spiritually uplifting destination. Visiting Basilica of Bom Jesus was amazing.
159,53,978,2,A peaceful and spiritually uplifting destination. Visiting Basilica of Bom Jesus was amazing.
160,54,1549,3,Incredible natural beauty with scenic landscapes! Visiting Dudhsagar Falls was amazing.
161,54,658,3,Incredible natural beauty with scenic landscapes! Visiting Dudhsagar Falls was amazing.
162,54,1323,1,Incredible natural beauty with scenic landscapes! Visiting Dudhsagar Falls was amazing.
163,55,1860,1,Loved the beaches and relaxing coastal vibes! Visiting Palolem Beach was amazing.
164,55,1336,5,Loved the beaches and relaxing coastal vibes! Visiting Palolem Beach was amazing.
165,55,476,5,Loved the beaches and relaxing coastal vibes! Visiting Palolem Beach was amazing.
166,56,1513,1,A peaceful and spiritually uplifting destination. Visiting Tirumala Venkateswara was amazing.
167,56,1871,2,A peaceful and spiritually uplifting destination. Visiting Tirumala Venkateswara was amazing.
168,56,856,2,A peaceful and spiritually uplifting destination. Visiting Tirumala Venkateswara was amazing.
169,57,1913,1,Incredible natural beauty with scenic landscapes! Visiting Araku Valley was amazing.
170,57,1713,4,Incredible natural beauty with scenic landscapes! Visiting Araku Valley was amazing.
171,57,1614,4,Incredible natural beauty with scenic landscapes! Visiting Araku Valley was amazing.
172,58,382,3,Incredible natural beauty with scenic landscapes! Visiting Borra Caves was amazing.
173,58,1796,1,Incredible natural beauty with scenic landscapes! Visiting Borra Caves was amazing.
174,58,19,3,Incredible natural beauty with scenic landscapes! Visiting Borra Caves was amazing.
175,59,1164,5,Incredible natural beauty with scenic landscapes! Visiting Sundarbans National Park was amazing.
176,59,220,3,Incredible natural beauty with scenic landscapes! Visiting Sundarbans National Park was amazing.
177,59,583,4,Incredible natural beauty with scenic landscapes! Visiting Sundarbans National Park was amazing.
178,60,1314,5,A historical wonder with rich heritage and architecture! Visiting Darjeeling Railway was amazing.
179,60,1074,4,A historical wonder with rich heritage and architecture! Visiting Darjeeling Railway was amazing.
180,60,1822,2,A historical wonder with rich heritage and architecture! Visiting Darjeeling Railway was amazing.
181,61,1743,5,A peaceful and spiritually uplifting destination. Visiting Tawang Monastery was amazing.
182,61,959,3,A peaceful and spiritually uplifting destination. Visiting Tawang Monastery was amazing.
183,61,395,1,A peaceful and spiritually uplifting destination. Visiting Tawang Monastery was amazing.
184,62,678,2,Incredible natural beauty with scenic landscapes! Visiting Living Root Bridges was amazing.
185,62,1498,4,Incredible natural beauty with scenic landscapes! Visiting Living Root Bridges was amazing.
186,62,1328,3,Incredible natural beauty with scenic landscapes! Visiting Living Root Bridges was amazing.
187,63,1472,2,A peaceful and spiritually uplifting destination. Visiting Har Ki Pauri was amazing.
188,63,29,3,A peaceful and spiritually uplifting destination. Visiting Har Ki Pauri was amazing.
189,63,1620,3,A peaceful and spiritually uplifting destination. Visiting Har Ki Pauri was amazing.
190,64,1163,2,A historical wonder with rich heritage and architecture! Visiting Lakshman Jhula was amazing.
191,64,360,5,A historical wonder with rich heritage and architecture! Visiting Lakshman Jhula was amazing.
192,64,1754,4,A historical wonder with rich heritage and architecture! Visiting Lakshman Jhula was amazing.
193,65,1694,4,Incredible natural beauty with scenic landscapes! Visiting Naini Lake was amazing.
194,65,1056,3,Incredible natural beauty with scenic landscapes! Visiting Naini Lake was amazing.
195,65,178,4,Incredible natural beauty with scenic landscapes! Visiting Naini Lake was amazing.
196,66,1371,1,A historical wonder with rich heritage and architecture! Visiting Wagah Border was amazing.
197,66,379,2,A historical wonder with rich heritage and architecture! Visiting Wagah Border was amazing.
198,66,978,3,A historical wonder with rich heritage and architecture! Visiting Wagah Border was amazing.
199,67,1917,2,A historical wonder with rich heritage and architecture! Visiting Jallianwala Bagh was amazing.
200,67,14,3,A historical wonder with rich heritage and architecture! Visiting Jallianwala Bagh was amazing.
201,67,786,2,A historical wonder with rich heritage and architecture! Visiting Jallianwala Bagh was amazing.
202,68,915,3,Incredible natural beauty with scenic landscapes! Visiting Rock Garden was amazing.
203,68,1954,3,Incredible natural beauty with scenic landscapes! Visiting Rock Garden was amazing.
204,68,619,5,Incredible natural beauty with scenic landscapes! Visiting Rock Garden was amazing.
205,69,1481,5,A historical wonder with rich heritage and architecture! Visiting Fort Kochi was amazing.
206,69,24,3,A historical wonder with rich heritage and architecture! Visiting Fort Kochi was amazing.
207,69,1339,3,A historical wonder with rich heritage and architecture! Visiting Fort Kochi was amazing.
208,70,1419,2,Loved the beaches and relaxing coastal vibes! Visiting Varkala Cliff was amazing.
209,70,128,1,Loved the beaches and relaxing coastal vibes! Visiting Varkala Cliff was amazing.
210,70,954,3,Loved the beaches and relaxing coastal vibes! Visiting Varkala Cliff was amazing.
211,71,328,4,A historical wonder with rich heritage and architecture! Visiting Clive's House was amazing.
212,71,1406,5,A historical wonder with rich heritage and architecture! Visiting Clive's House was amazing.
213,71,1891,3,A historical wonder with rich heritage and architecture! Visiting Clive's House was amazing.
214,72,1414,1,A historical wonder with rich heritage and architecture! Visiting King's Barracks was amazing.
215,72,1309,3,A historical wonder with rich heritage and architecture! Visiting King's Barracks was amazing.
216,72,753,5,A historical wonder with rich heritage and architecture! Visiting King's Barracks was amazing.
217,73,453,2,A peaceful and spiritually uplifting destination. Visiting St. Mary's Church was amazing.
218,73,1961,2,A peaceful and spiritually uplifting destination. Visiting St. Mary's Church was amazing.
219,73,980,2,A peaceful and spiritually uplifting destination. Visiting St. Mary's Church was amazing.
220,74,932,5,A historical wonder with rich heritage and architecture! Visiting Gingee Fort was amazing.
221,74,766,4,A historical wonder with rich heritage and architecture! Visiting Gingee Fort was amazing.
222,74,1438,5,A historical wonder with rich heritage and architecture! Visiting Gingee Fort was amazing.
223,75,1870,4,A historical wonder with rich heritage and architecture! Visiting Rajagiri Hill was amazing.
224,75,1552,5,A historical wonder with rich heritage and architecture! Visiting Rajagiri Hill was amazing.
225,75,1643,2,A historical wonder with rich heritage and architecture! Visiting Rajagiri Hill was amazing.
226,76,1561,2,A historical wonder with rich heritage and architecture! Visiting Krishnagiri Fort was amazing.
227,76,1394,5,A historical wonder with rich heritage and architecture! Visiting Krishnagiri Fort was amazing.
228,76,1789,1,A historical wonder with rich heritage and architecture! Visiting Krishnagiri Fort was amazing.
229,77,1077,4,A peaceful and spiritually uplifting destination. Visiting Venkataramana Temple was amazing.
230,77,1082,3,A peaceful and spiritually uplifting destination. Visiting Venkataramana Temple was amazing.
231,77,160,5,A peaceful and spiritually uplifting destination. Visiting Venkataramana Temple was amazing.
232,78,230,1,A historical wonder with rich heritage and architecture! Visiting Dutch Cemetery was amazing.
233,78,1698,5,A historical wonder with rich heritage and architecture! Visiting Dutch Cemetery was amazing.
234,78,1850,5,A historical wonder with rich heritage and architecture! Visiting Dutch Cemetery was amazing.
235,79,415,5,A peaceful and spiritually uplifting destination. Visiting Kailasanatha Temple was amazing.
236,79,1100,2,A peaceful and spiritually uplifting destination. Visiting Kailasanatha Temple was amazing.
237,79,337,3,A peaceful and spiritually uplifting destination. Visiting Kailasanatha Temple was amazing.
238,80,1750,5,A peaceful and spiritually uplifting destination. Visiting Vaikuntaperumal Temple was amazing.
239,80,905,1,A peaceful and spiritually uplifting destination. Visiting Vaikuntaperumal Temple was amazing.
240,80,1394,2,A peaceful and spiritually uplifting destination. Visiting Vaikuntaperumal Temple was amazing.
241,81,1469,5,A historical wonder with rich heritage and architecture! Visiting Tipu Sultan Palace was amazing.
242,81,1002,1,A historical wonder with rich heritage and architecture! Visiting Tipu Sultan Palace was amazing.
243,81,1841,5,A historical wonder with rich heritage and architecture! Visiting Tipu Sultan Palace was amazing.
244,82,913,1,A historical wonder with rich heritage and architecture! Visiting Devanahalli Fort was amazing.
245,82,929,2,A historical wonder with rich heritage and architecture! Visiting Devanahalli Fort was amazing.
246,82,1052,4,A historical wonder with rich heritage and architecture! Visiting Devanahalli Fort was amazing.
247,83,936,5,A historical wonder with rich heritage and architecture! Visiting Gol Gumbaz was amazing.
248,83,119,5,A historical wonder with rich heritage and architecture! Visiting Gol Gumbaz was amazing.
249,83,947,3,A historical wonder with rich heritage and architecture! Visiting Gol Gumbaz was amazing.
250,84,1482,1,A historical wonder with rich heritage and architecture! Visiting Srirangapatna Fort was amazing.
251,84,811,3,A historical wonder with rich heritage and architecture! Visiting Srirangapatna Fort was amazing.
252,84,1673,1,A historical wonder with rich heritage and architecture! Visiting Srirangapatna Fort was amazing.
253,85,1528,2,A historical wonder with rich heritage and architecture! Visiting Daria Daulat Bagh was amazing.
254,85,1185,1,A historical wonder with rich heritage and architecture! Visiting Daria Daulat Bagh was amazing.
255,85,93,4,A historical wonder with rich heritage and architecture! Visiting Daria Daulat Bagh was amazing.
256,86,706,1,A peaceful and spiritually uplifting destination. Visiting Halebidu Temple was amazing.
257,86,1109,1,A peaceful and spiritually uplifting destination. Visiting Halebidu Temple was amazing.
258,86,1915,1,A peaceful and spiritually uplifting destination. Visiting Halebidu Temple was amazing.
259,87,1913,4,A peaceful and spiritually uplifting destination. Visiting Belur Temple was amazing.
260,87,65,3,A peaceful and spiritually uplifting destination. Visiting Belur Temple was amazing.
261,87,838,2,A peaceful and spiritually uplifting destination. Visiting Belur Temple was amazing.
262,88,1575,2,A historical wonder with rich heritage and architecture! Visiting Badami Caves was amazing.
263,88,1569,4,A historical wonder with rich heritage and architecture! Visiting Badami Caves was amazing.
264,88,767,4,A historical wonder with rich heritage and architecture! Visiting Badami Caves was amazing.
265,89,919,4,A historical wonder with rich heritage and architecture! Visiting Pattadakal Group was amazing.
266,89,770,1,A historical wonder with rich heritage and architecture! Visiting Pattadakal Group was amazing.
267,89,1399,5,A historical wonder with rich heritage and architecture! Visiting Pattadakal Group was amazing.
268,90,273,3,A historical wonder with rich heritage and architecture! Visiting Aihole Temples was amazing.
269,90,243,2,A historical wonder with rich heritage and architecture! Visiting Aihole Temples was amazing.
270,90,1101,4,A historical wonder with rich heritage and architecture! Visiting Aihole Temples was amazing.
271,91,1084,2,A historical wonder with rich heritage and architecture! Visiting Daulatabad Fort was amazing.
272,91,1491,2,A historical wonder with rich heritage and architecture! Visiting Daulatabad Fort was amazing.
273,91,1710,1,A historical wonder with rich heritage and architecture! Visiting Daulatabad Fort was amazing.
274,92,1549,1,Incredible natural beauty with scenic landscapes! Visiting Lonar Lake was amazing.
275,92,612,4,Incredible natural beauty with scenic landscapes! Visiting Lonar Lake was amazing.
276,92,1380,5,Incredible natural beauty with scenic landscapes! Visiting Lonar Lake was amazing.
277,93,869,5,A historical wonder with rich heritage and architecture! Visiting Shivneri Fort was amazing.
278,93,777,2,A historical wonder with rich heritage and architecture! Visiting Shivneri Fort was amazing.
279,93,507,4,A historical wonder with rich heritage and architecture! Visiting Shivneri Fort was amazing.
280,94,709,2,A historical wonder with rich heritage and architecture! Visiting Bassein Fort was amazing.
281,94,565,2,A historical wonder with rich heritage and architecture! Visiting Bassein Fort was amazing.
282,94,1920,1,A historical wonder with rich heritage and architecture! Visiting Bassein Fort was amazing.
283,95,66,4,A historical wonder with rich heritage and architecture! Visiting Bibi Ka Maqbara was amazing.
284,95,1260,1,A historical wonder with rich heritage and architecture! Visiting Bibi Ka Maqbara was amazing.
285,95,493,2,A historical wonder with rich heritage and architecture! Visiting Bibi Ka Maqbara was amazing.
286,96,138,1,A historical wonder with rich heritage and architecture! Visiting Sun Temple was amazing.
287,96,1217,1,A historical wonder with rich heritage and architecture! Visiting Sun Temple was amazing.
288,96,915,5,A historical wonder with rich heritage and architecture! Visiting Sun Temple was amazing.
289,97,1377,1,A historical wonder with rich heritage and architecture! Visiting Manjarabad Fort was amazing.
290,97,502,1,A historical wonder with rich heritage and architecture! Visiting Manjarabad Fort was amazing.
291,97,824,4,A historical wonder with rich heritage and architecture! Visiting Manjarabad Fort was amazing.
292,98,480,5,A peaceful and spiritually uplifting destination. Visiting Sarkhej Roja was amazing.
293,98,445,1,A peaceful and spiritually uplifting destination. Visiting Sarkhej Roja was amazing.
294,98,287,5,A peaceful and spiritually uplifting destination. Visiting Sarkhej Roja was amazing.
295,99,593,2,A historical wonder with rich heritage and architecture! Visiting Champaner Fort was amazing.
296,99,1671,5,A historical wonder with rich heritage and architecture! Visiting Champaner Fort was amazing.
297,99,654,5,A historical wonder with rich heritage and architecture! Visiting Champaner Fort was amazing.
298,100,1225,3,A peaceful and spiritually uplifting destination. Visiting Surya Pahar was amazing.
299,100,486,3,A peaceful and spiritually uplifting destination. Visiting Surya Pahar was amazing.
300,100,1795,2,A peaceful and spiritually uplifting destination. Visiting Surya Pahar was amazing.
301,101,1353,5,A historical wonder with rich heritage and architecture! Visiting Bhangarh Fort was amazing.
302,101,453,4,A historical wonder with rich heritage and architecture! Visiting Bhangarh Fort was amazing.
303,101,616,3,A historical wonder with rich heritage and architecture! Visiting Bhangarh Fort was amazing.
304,102,125,5,Incredible natural beauty with scenic landscapes! Visiting Fatehsagar Lake was amazing.
305,102,1943,5,Incredible natural beauty with scenic landscapes! Visiting Fatehsagar Lake was amazing.
306,102,1802,2,Incredible natural beauty with scenic landscapes! Visiting Fatehsagar Lake was amazing.
307,103,1283,4,A historical wonder with rich heritage and architecture! Visiting City Palace Udaipur was amazing.
308,103,1139,4,A historical wonder with rich heritage and architecture! Visiting City Palace Udaipur was amazing.
309,103,97,3,A historical wonder with rich heritage and architecture! Visiting City Palace Udaipur was amazing.
310,104,1929,4,Incredible natural beauty with scenic landscapes! Visiting Saheliyon Ki Bari was amazing.
311,104,1610,5,Incredible natural beauty with scenic landscapes! Visiting Saheliyon Ki Bari was amazing.
312,104,653,4,Incredible natural beauty with scenic landscapes! Visiting Saheliyon Ki Bari was amazing.
313,105,837,2,A peaceful and spiritually uplifting destination. Visiting Eklingji Temple was amazing.
314,105,615,4,A peaceful and spiritually uplifting destination. Visiting Eklingji Temple was amazing.
315,105,377,5,A peaceful and spiritually uplifting destination. Visiting Eklingji Temple was amazing.
